artist,title,album,date,lyrics
Blink-182,Stay Together for the Kids,Take Off Your Pants and Jacket,02/19/2002,"It's hard to wake up, when the shades have been pulled shut
This house is haunted, it's so pathetic, it makes no sense at all
I'm ripe with things to say, the words rot and fall away
What stupid poem could fix this home, I'd read it every day

So here's your holiday
Hope you enjoy it this time, you gave it all away
It was mine, so when you're dead and gone
Will you remember this night, twenty years now lost
It's not right

Their anger hurts my ears, been running strong for seven years
Rather than fix the problems, they never solve them, it makes no sense at all
I see them everyday, we get along so why can't they?
If this is what he wants, and it's what she wants, then why is there so much pain?

So here's your holiday
Hope you enjoy it this time, you gave it all away
It was mine, so when you're dead and gone
Will you remember this night, twenty years now lost
It's not right

So here's your holiday
Hope you enjoy it this time, you gave it all away
It was mine, so when you're dead and gone
Will you remember this night, twenty years now lost
It's not right
It's not right
It's not right
It's not right"
Sum 41,Motivation,All Killer No Filler,03/12/2002,"What's the difference of never knowing at all
When every step I take is always too small
Maybe it's just something I can't admit but lately
I feel like I don't give a shit

Motivation such an aggravation
Accusations don't know how to take them
Inspiration's getting hard to fake it
Concentration never hard to break it
Situation never what you want it to be

What's the point of never making mistakes
Self-indulgence is such a hard habit to break
It's all just a waste of time in the end
I don't care, so why should I even pretend

Motivation such an aggravation
Accusations don't know how to take them
Inspiration's getting hard to fake it
Concentration never hard to break it
Situation never what you wanted

Nothing's new, everything's the same
It keeps on dragging me down, it's getting kind of lame
I'm falling further behind, there's nothing to explain
No matter what you say nothing's gonna change my mind

Can't depend on doubt until the end
It seems like leaving friends has become this years trend
And though I can't pretend, afraid to be this way
It's not the same but who's to blame
For all those stupid things I never said

Motivation such an aggravation
Accusations don't know how to take them
Inspiration's getting hard to fake it
Concentration never hard to break it
Motivation such an aggravation
Accusations don't know how to take them
Inspiration's getting hard to fake it
Concentration
Situation never what you want it to be

Never what you want it to be
Never what you want it to be"
Simple Plan,God Must Hate Me,"No Pads, No Helmets... Just Balls",03/19/2002,"Last night I just wanted to have fun
To go out with my friends
I took my dad's car
I never thought he would find out
But I crashed in a wall
Man, I'm dead

I guess it's no use
I'm screwing up every little thing I ever try to do
I'm born to lose
Yeah, yeah, yeah, yeah

God must hate me
Cursed me for eternity
God must hate me
Maybe you should pray for me
I'm breaking down and you can't save me
I'm stuck in hell
And I wanna go home
I wanna go home

Last night I had to study for this test
I forgot, man, I'm dead
And now my brain is bursting out of, of my head
I can't think, I can't breathe
Once again

I guess it's no use
I'm screwing up every little thing I ever try to do
I'm born to lose
Yeah, yeah, yeah, yeah

God must hate me
Cursed me for eternity
God must hate me
Maybe you should pray for me
I'm breaking down and you can't save me
I'm stuck in hell
And I wanna go home

So what in the world am I supposed to do?
I never did anything to you
So can't you find something else to do?

God must hate me
Cursed me for eternity
God must hate me
Maybe you should pray for me
I'm breaking down and you can't save me
I'm stuck in hell and
I wanna go home
(God must hate me)
I wanna go home
(God must hate me)
I wanna go home
(God must hate me)
I wanna go home
(God must hate me)
I wanna go home
You can't save me
God must hate me now"
Simple Plan,Grow Up,"No Pads, No Helmets... Just Balls",03/19/2002,"This is who I am and this is what I like
GC, Sum and Blink and Mxpx rocking my room
If your looking for me, I'll be at the show
I could never find a better place to go

Until the day I die, I promise I won't change
So you better give up
I don't want to be told to grow up
And I don't want to change
I just want to have fun
I don't want to be told to grow up
And I don't want to change
So you better give up
'Cause I'm not gonna change
I don't want to grow up

I like to stay up late
Spend hours on the phone
Hanging out with all my friends
And never being at home
I'm impolite and I make fun of everyone
I'm immature, but I will stay this way forever

Until the day I die, I promise I won't change
So you better give up
I don't want to be told to grow up
And I don't want to change
I just want to have fun
I don't want to be told to grow up
And I don't want to change
So you better give up
'Cause I'm not gonna change
I don't want to grow up

I don't want to be told to grow up (Grow up, grow up)
I don't want to be told to grow up (Grow up, grow up)

I don't want to be told to grow up
And I don't want to change
I just want to have fun
I don't want to be told to grow up
And I don't want to change
So you better give up
I don't want to be told to grow up
And I don't want to change
I just want to have fun
I don't want to be told to grow up
And I don't want to change
So you better give up
No I don't want to change
So you better give up
'Cause I'm not going to change
I don't want to grow up!"
Simple Plan,I Won't Be There,"No Pads, No Helmets... Just Balls",03/19/2002,"I don't wanna make this
Harder than I have to
This is how it has to be
There's so many things I want to say
But you just don't listen to me

I don't wanna hurt you
You don't wanna hurt me
I can't stand you
And you can't stand me
We can't rearrange
You could never change me
Say goodbye
Nothing I say could change your mind because...

I can't stay
Tomorrow I'll be on my way
So don't expect to find me sleeping in my bed
'Cause when you wake up
I won't be there
I won't be there

Everything I say
You find a way to make it
Sound like I was born just yesterday
And everything you taught me
Doesn't mean a thing
So I'm going my way

I don't wanna hurt you
You don't wanna hurt me
I can't stand you
And you can't stand me
We can't rearrange
You could never change me
Say goodbye
Nothing I say could change your mind because...

I can't stay
Tomorrow I'll be on my way
So don't expect to find me sleeping in my bed
'Cause when you wake up
I won't be there

This is the last night
That I spend at home
And it won't take too long
For you to notice
Won't take long for you to find out
That I'm gone

I can't stay
Tomorrow I'll be on my way
So don't expect to find me sleeping in my bed
'Cause when you wake up
I won't be there
I can't stay
Tomorrow I'll be on my way
So don't expect to find me sleeping in my bed
'Cause when you wake up
I won't be there, yeah
I won't be there
I won't be there
I won't be there"
Simple Plan,My Alien,"No Pads, No Helmets... Just Balls",03/19/2002,"I'm sick of being alone, when are you coming home?
Just a glimpse of your face
I can remember smelling your hair, I'll meet you anywhere
Somewhere that no one can retrace
Somewhere where nobody will know our faces

She has two arms to hold me
And four legs to wrap around me
She's not your typical girlfriend
She's my alien
My alien

She knows when something is wrong
When something doesn't belong
She can read in my mind
And she can be assured that with me
There is no conspiracy
She's not wasting her time
She can take me to the place that she calls home
In a spaceship that will someday be my own
Please take me to your leader
Tell her I will surrender
I will surrender

She has two arms to hold me
And four legs to wrap around me
She's not your typical girlfriend
She's my alien
My alien

My alien
My alien
My alien
My alien

She has two arms to hold me
And four legs to wrap around me
She's not your typical girlfriend
She has two arms to hold me
And four legs to wrap around me
She's not your typical girlfriend
(My alien)

I bought the astronaut's kit
Now all I need's a rocket
My love, intergalactic friend
My alien"
Simple Plan,The Worst Day Ever,"No Pads, No Helmets... Just Balls",03/19/2002,"6 a.m
The clock is ringing
I need to spend an hour snoozing
'Cause I don't think I'm gonna make it
I punch in
I'm still sleeping
Watch the clock, but it's not moving
'Cause every day is never ending
I need to work, I'm always spending

And I feel like I'm living the worst day
Over and over again
And I feel like the summer is leaving again
I feel like I'm living the worst day
I feel like you're gone
And every day is the worst day ever

Yesterday was the worst day ever
And tomorrow won't be better
It's history repeating (On and on)
Summer plans are gone forever
I trade them in for dishpan water
And every day is never ending
I need to work, I'm always spending

And I feel like I'm living the worst day
Over and over again
And I feel like the summer is leaving again
I feel like I'm living the worst day
I feel like you're gone
And every day is the worst day ever
Whoa, every day is the worst day ever

It's so long
I can't go on
It's so long
I can't go on

And I feel like I'm living the worst day
Over and over again
I feel like the summer is leaving again
I feel like I'm living the worst day
I feel like you're gone
And every day is the worst day ever
Whoa, every day is the worst day ever
Whoa, whoa, whoa, is the worst day ever
Whoa, whoa, whoa, is the worst day ever
Whoa, whoa, whoa, is the worst day ever
Whoa, whoa, whoa"
Simple Plan,When I'm with You,"No Pads, No Helmets... Just Balls",03/19/2002,"I'm taking my time
I'm trying to leave the memories of you behind
I'm gonna be fine
As soon as I get your picture right out of my mind

I wanna feel the way you make me feel when I'm with you
I wanna be the only hand you need to hold on to
But every time I call you don't have time
I guess I'll never get to call you mine

You're nothing at all
I know there's a million reasons why I shouldn't call
With nothing to say
Could easily make this conversation last all day

I wanna feel the way you make me feel when I'm with you
I wanna be the only hand you need to hold on to
But every time I call you don't have time
I guess I'll never get to call you mine

Another lesson
I didn't get to learn
You're my obsession
I've got nowhere to turn

I wanna feel the way you make me feel when I'm with you
I wanna be the only hand you need to hold on to
I wanna feel the way you make me feel when I'm with you
I wanna be the only hand you need to hold on to
I wanna feel the way you make me feel when I'm with you
(I wanna be, I wanna feel, I wanna be the one you hold on to)
I wanna be the only hand you need to hold on to
(I wanna be, I wanna feel, I wanna be the one you hold)
But I guess I'll never get to call you mine"
Simple Plan,You Don't Mean Anything,"No Pads, No Helmets... Just Balls",03/19/2002,"Maybe I'm just not good enough for you
And maybe I just don't wanna be like you
And maybe I just don't wanna know
How low you're ready to go
I'm not gonna change, you can't make me, whoa

You don't, you don't, you don't, you don't
You don't mean anything to me
You don't, you don't, you don't, you don't
You don't mean anything to me
You're what I never wanna be

Tell me, does it feel good to be like you?
And tell me, why should I waste my time with you?
'Cause maybe you always bring me down
And I'm sick of being pushed around
I'm not gonna change, you can't make me, whoa

You don't, you don't, you don't, you don't
You don't mean anything to me
You don't, you don't, you don't, you don't
You don't mean anything to me
You're what I never wanna be

I know you think you know me
You don't know anything
I know you wanna help me
I don't need anything
Don't tell me where to go
I don't need you to know, no, whoa

You don't, you don't, you don't, you don't
You don't mean anything to me
You don't you don't, you don't, you don't
You don't mean anything to me
You don't, you don't, you don't, you don't
You don't mean anything to me
You don't you don't, you don't, you don't
You don't mean anything to me
You're what I never wanna be
You don't mean anything to me
You're what I never wanna be"
Jimmy Eat World,Sweetness,Bleed American (Jimmy Eat World),06/03/2002,"If you're listening, whoa
Sing it back, whoa
String from your tether unwinds, whoa, whoa oh
Up and outward to bind, whoa, whoa

I was spinning free, whoa
With a little sweet and simple numbing me

Are you listening? Whoa
Sing it back, whoa
So, tell me what do I need, whoa, whoa
When words lose their meaning, whoa, whoa

I was spinning free, whoa
With a little sweet and simple numbing me, yeah
Stumble 'til you crawl, whoa
Sinking into sweet uncertainty

Are you listening? Are you listening?

If you're listening, whoa (If you're listening, are you listening?)
Sing it back, whoa (If you're listening, are you listening?)
And I'm still running away, whoa, whoa oh
Won't play your hide and seek game, whoa, whoa

I was spinning free, whoa
With a little sweet and simple numbing me
What a dizzy dance, whoa
And the sweetness will not be concerned with me

No, the sweetness will not be concerned with me
No, the sweetness will not be concerned with me"
The Distillers,Bullet and the Bullseye,Sing Sing Death House,06/06/2002,"I am the bullet and you're the bullseye
When i hit theres nothing left
Ive been living in a boundryless land
I was blind but now ive got my sight back
You suffer insidiously i fucking hate you
Stay the fuck away from me
You're a thief a liar and a cheat too
Ain't no mystery to unlocking you
You think im a sucker youre fucking sick
The only thing I suck, is my man's dick"
The Distillers,City of Angels,Sing Sing Death House,06/06/2002,"It's going down
Tonight in this town
Cause they stare and growl
They all stare and growl
I take a scar
Everytime I cry
Cause it ain't my style
No, it ain't my style
Going down to the gravel head to the barrel
Take this life and end this struggle
Los Angeles, come scam me please
Emptiness never sleeps at Cliftons 6am
With your bag lady friend and your mind descending
Stripped of the right to be a human in control
It's warmer in hell so down we go

They say
This is the city
The city of angels
All I see is dead wings

It's a ghost town rabid underworld
Dionysian night vitriolic twilight
A mirage come up it never ends
Once you get born you're never the same
Left behind erased from time
Ain't no decency in being boxed up alive
Look around ain't no R.I.P signs here
We don't rest in peace, we just disappear
So here we are Los Angeles
No angels singing in your valley of unease
I watch the sun roll down the pacific
Over hooked sunset strip

They say
This is the city
The city of angels
All I see is dead wings

There's a black moon tonight
Shining down on the western neon lights
There's a black moon tonight
Shining down on the western neon lights

They say
This is the city
The city of angels
All I see is dead wings"
The Distillers,Desperate,Sing Sing Death House,06/06/2002,"One two three four
This is a war
Yeah yeah yeah I'm desperate
I'm going back again
Yeah I'm desperate
Going back in style
Going back a mile
Dirty heroin take it back a step
This is my arm this is my heart
This is the lie you promised to me"
The Distillers,Hate Me,Sing Sing Death House,06/06/2002,"I can't be this now
Its not me anymore
I really tried I've tried
Attempted suicide
Fucking convulsing and
Constantly denied
Subcountaing me somewhere
Inside
Scratching the walls of my glass coffin
Scraping raping
My nails on the glass on the bottom
Is there an end where does this end
If I was you I'd fucking hate me too"
The Distillers,I Am a Revenant,Sing Sing Death House,06/06/2002,"Another year has passed and I'm all right
I lick the salt from my wounds and run into the night
Well, it's unknown
Why collusion goes on
It rapes like betrayal
And I am rotting in the squalor of some

Do you remember the rage?
I remember the hate
I remember that it rained for years
And the blood had left a stain
Hey!

You say I got karma to collect
I dig my grave
And I'm here waiting for some kind of check
And if I get one, I'll hold my breath
I rack my spine
It takes a year for you to warrant a test
As the years go by, I won't cry
It's the year you walked into my life
I will despise
 
We are the revenants, whoa-oh
We will rise up from the dead
We become the living
We've come back to reclaim our stolen breath
 

Another year has passed and I'm all right
I lick the salt from my wounds and run into the night
Run into the night
Run into the night
Run into the night
Run into the night"
The Distillers,I Understand,Sing Sing Death House,06/06/2002,"I'm on the edge everyday
Ain't nothing going for you and me
I am my enemy in everyway
He planted the seed
When I was a teen girl I walked real awkward
Like a dog with three legs
I had fought my wars
I was a misshape mistake misfit
Untamed mishap with a junkie heart
Now there's been a shift
I stopped taking hits
My eyes start to flicker flicker
My mouth starts to drip
My heart starts to tinker tinker
What can I do when I'm bound like this with you
Now I really understand I can't feel
I can't feel it I can't feel it"
The Distillers,Lordy Lordy,Sing Sing Death House,06/06/2002,"Oh Lordy, Lordy ... oh Lordy
Well, your head hangs below the ground
Oh Lordy, Lordy ... oh Lordy
Well, I think that's where you were found

And so they tell me that you ain't my friend
I'm a loss to yourself, I'll assure you again
When you cry me some real tears, I'll be on the run
You come near me now, girl, I'll go get me a gun

I've never been to prison, I don't know why
I stared death down in its chamber, baby'eye to eye
If prison is a cell, then it's raging in my blood
This is a song from the heart, ain't ... ain't nothing else"
The Distillers,Seneca Falls,Sing Sing Death House,06/06/2002,"Oh, it's set in 1848 in the crush of New York state
And the thing about destiny is it never ever makes mistakes
Susan B. Anthony
Forever haunting me
Owned raped sold and thrown
A woman was never her own
They cried ""Freedom, rise up for me""
They cried ""Freedom, rise up for me""
Check it out
Yeah, I want I want I want I want I want
Yeah, I want I want I want I want I want
Yeah
Oh, it's set in 1848 in the crush of New York state
And the thing about destiny is it never ever sets you free
Elizabeth Cady
Forever reminding me
I don't steal the air I breathe
Freedom, rise up for me
Freedom, rise up for me
Yeah, I want I want I want I want I want
Yeah, I want I want I want I want I want
Freedom, rise up for me
Freedom, rise up for me"
The Distillers,Sick of It All,Sing Sing Death House,06/06/2002,"Murder murder a ripe blood stain
Pulled the fucking trigger cause Im sick of it all
Murder murder a ripe fucking hate
Pulled the fucking trigger cause Im sick of it all
I went to school today with an oozi
There's this kid he teased me so i shot em in the face
All the worlds light won't ease my pain
It won't cease im diseased will you hang me please
I'm a nihilist raised on violence
What do i do im american youth
All my life ive lived in silence
Im gonna snap I'll get you back
Im a girl
I'm only 13
My body rots
Cause i won't fucking eat
Im a silent star on a b-roll
Im a mirror fucking image of no control
Give me the award i conquered food again
What else is better in life than to purge my pain
If i cut, i won't look like that
If i cut if i cut i won't feel like this shit
We are kids we think life is a scam
We come from wasted land
We are kids we play punk rock and roll
If we didn't we got no soul
We are different kids with the same heartbeat
We got one pulse running through the streets
They are our arteries
Im part of this"
The Distillers,Sing Sing Death House,Sing Sing Death House,06/06/2002,"I am a death house haunted mirror
Acerbic heart ain't nothing pure in here
I keep the memories of a broken you
Sing sing the stories of a fractured few
I believe I will open up
For all my rage will surely come undone
*Sing Sing Death House!*
I am agnostic but I hang on a cross
Faithless saintless my sin stabs
I wear the crown of oblivion
Rule and aching void watch my sun burn out
I am a death house haunted mirror
Acerbic heart ain't nothing pure in here
You close the door I sing pleading
Save me before you leave you're leaving
*Sing Sing Death House!*
*Sing Sing Death House!*"
The Distillers,The Young Crazed Peeling,Sing Sing Death House,06/06/2002,"Are you ready to be liberated
On this sad side city street?
Well, the birds have been freed from their cages
I got freedom and my youth

My name is Brody, I'm from Melbourne
Fitzroy Melbourne, Fitzroy Melbourne
I grew up on Bell Street, then on Bennett Street
My mom kicked out my dad for battery
Found a way, she found a way
She found a way out of spiritual penury
Working single mother in an urban struggle
Blames herself now 'cause I grew up troubled

It hit me
I got everything I need
It hit me
I got everything I need

My one heart felt too much from the start
I've seen people come and go, living large and living low
You can build up your walls sitting on death row
Let the curtain fall on your murdered soul
You can wash it all down, swallow your story
Get smacked off your head, go down in drumroll glory
You won't solve it committing self-inflicted crime
Go on, pull the trigger, this will be the last time

So...

I speak of the truth, the truth of the heart
Like a desperate thirst in a raging drought
Hey youth, time flies by
There's an everlasting battle for eternal life
I love a man from California
He's the prettiest thing, we got the same disorder
The way you feel is okay
It's never gonna change anyway

It hit me
I got everyone I need
It hit me
I got everyone I need

Are you ready to be liberated
On this sad side city street?
Well, the birds have been freed from their cages
I got freedom and my youth
Yeah, I got freedom and my youth"
The Distillers,Young Girl,Sing Sing Death House,06/06/2002,"We were young girls in a small world
I'm on your doorstep man
Ringing your bell again Ringing your bell again 
I'm sorry Gerti Rouge all that you're through
Looking for love that never stabbed your heart
And probably never will
Its a lie when you are telling the truth
Its the truth when you are telling a lie
Spread your legs then get down on your knees
And pray it never happens again
We were young girls in a small world
I'm on your doorstep man
Ringing your bell again Ringing your bell again 
Well here I am on your doorstep again
I let the winds of time pass through my life
Maybe there's an end
Who the fuck protects you?
Who the fuck is going to resurrect you?
It's a sorrowed truth the truth is not a lie
Come on up baby
Don't go and burn in the fire"
New Found Glory,Head On Collision,New Found Glory,06/11/2002,"I've been waiting for a good day
I've been holding back long enough
I've been hurting to tell you some things
It's not the falling of the temperature
That's making all our bones run cool
It's the breeze you make
The presence felt when you're around me

And it feels like I'm at an all-time low
Slightly bruised and broken
From our head on collision
I've never seen this side of you
Another tragic case of feeling
Bruised and broken
From our head on collision
I've never seen this side of you
Another tragic case

And I'm still waiting for a good day
I think I've held this long enough
I think it's safe to tell you some things
It's not just what you say to people
And it's not the way you look at me
It's the way you present yourself
For all your worst critics to see


Then you were gone
All this time you just didn't know it yet


Another tragic case of feeling
Bruised and broken
Another tragic case and I've been
Still waiting for a good day"
New Found Glory,Forget My Name,Sticks and Stones,06/11/2002,"Tell all my friends I'm dead
I'm leaving you, this time its for good
Tell all my friends that I'm dead
It won't be long before you forget my name

Can you tell
That I'm losing myself
I think I'm trying too hard to
Let it show
To let you know
Don't trace your footsteps back to me

Cause I've been gone for a long time
Waiting on the sidelines
Hoping for a chance to play
Well I thought I would never leave anything behind
I also never thought I'd say


Can you tell
That I don't know myself
I need someone to remind me
To let it go
Please let me know
Don't trace your footsteps back to me



And if I had the chance to do it all again
I wouldn't expect anything less


Forget my name"
New Found Glory,It's Been A Summer,Sticks and Stones,06/11/2002,"I'm cracked from my head down to my spine
Ready to Self-Destruct at any time
And I'm trying to convince myself
That the way I feel is all I have
It could take a lifetime
To realize that you're alright
But she said

I'd know when you would come back
It's been a summer

It's burning up in here
Even though the bed is cold on your side
I'd rather die
Than spend this night here without you

I would try to fix these flaws of mine
If I could just see you for one more time
And I'm trying to convince myself
That the way I feel is all I have
I don't believe in sure things
There's pain in what the truth brings



I'd be the first one to know
If its smart for me to just let it go
I'll be the laughing stock of all time
Person most likely to find
Deciding if it's fate that made you avoid me to this day

 "
New Found Glory,My Friends Over You,Sticks and Stones,06/11/2002,"I'm drunk off your kiss
For another night in a row
This is becoming too routine for me
But I didn't mean to lead you on
And it's alright to pretend
That we still talk
It's just for show, isn't it?
It's my fault that it fell apart

Just maybe
You need this
And I didn't mean to
Lead you on

You were everything I wanted
But I just can't finish what I've started
There's no room left here on my back for you
It was damaged long ago
Though you swear that you are true
I'd still pick my friends over you
My friends over you

Please tell me everything
That you think that I should know
About all the plans you made
When I was nowhere to be found
And it's alright to forget
That we still talk
Its just for fun, isn't it?
It's my fault that it fell apart



Just maybe you need this
You need this
And I didn't mean to
Lead you on"
New Found Glory,Something I Call Personality,Sticks and Stones,06/11/2002,"Before you jump down my throat
I'd like to present you with
Something I call personality
Word travels fast when you're on the road
I'd like to think what I have is real

Sort this out on your own time
Go on and sort this out on your own time

Before you jump to conclusions
About all the friends I have
Just remember they were born that way
Word travels fast when her name's involved
I'd like to think what I have is real

No matter how happy you are you'll always want more
No matter how stupid I get you'll always want more"
New Found Glory,Sonny,Sticks and Stones,06/11/2002,"I'm sorry
I heard about the bad news today
A crowd of people around you
Telling you it's okay
And everything happens for a reason

When you lose a part of yourself
To somebody you know
It takes a lot to let go
Every breath that you remember
Pictures fade away but memory is forever

An empty chair at all the tables
And I'll be seeing you when all my days boil down
But it's better where you're going anyway

I'm sorry
I heard about the bad news today
It's really hard to get through
Tough times and long days
But it really just depends on the season



For now we'll say goodbye
We know it's not the last time
I've lost the best part of my day
But it's better where you're going anyway


For now we'll say goodbye
We know it's not the last time
I've lost the best part of my day
This is the last thing
I will remember
It's better where you're going anyway"
New Found Glory,The Story So Far,Sticks and Stones,06/11/2002,"I can't remember the time or place
Or what you were wearing
It's unclear about how we met
All I know it was the best conversation that I've ever had
To this day I never found someone
With eyes as wide as yours
I've been searching up and down this coast
Overlooking what I need the most

Did you notice I was afraid?
I thought I'd run out of things to say
Two more hours until today burns this away
And it starts all over again
The sky will never look the same again
Till you show me how it could be
The sky will never look the same again
Till you show me how it could be

And everything else is irrelevant
To the story so far
A coincidence that you look like her from a far
Is it true that you like to sleep alone?
Or is it what you just tell everyone?


And when the world turns over
Ill keep my ears to the wall
And when the world turns over
Ill keep my feet straight on the ground"
New Found Glory,Toothpick Song (Hidden Track),Sticks and Stones,06/11/2002,"Someones in your house
You have to understand that this is not just a cd
It is taking over your brain
Do you think? Do you Think? you're safe right now? Huh?
Someones in your house
The button the button the button the button the button the button the button the button the button
I'm sick of smiling
Hey this one was supposed to be on the hidden track on our last record
But Jordan got mad high and left the studio before we could do it
Shut up dude what you talking about?
Make way for the queen
Someone get my car out

Everyone has toothpick on their table
We like the shiskabob cause the beef has good flavor
Everyone has toothpick on their table
We like the dental floss and
I forgot the words hold on"
New Found Glory,Understatement,Sticks and Stones,06/11/2002,"I'm sick of smiling
And so is my jaw
Can't you see my front is crumbling down?
I'm sick of being someone I'm not
Please get me out of this slump
I'm sick of clapping
When I know I can do it better for myself
I'm sick of waiting
Sick of all these words that will never matter

I'll wire these nerves together
Hoping for a chance to think on time
And I'm tracing over your letter
To see if your intentions are as good as mine

But you're getting worse
I swear it
It's hard to prove you're an understatement
You're getting worse and I know
That you'll be calling, calling, calling me again

I'm done with everything
That had to do with you
Don't worry your pictures are already burned
I'm done with new friends
Don't sell yourself short
You'll lose it in the end

I'll wire these nerves together
Hoping for a chance to think on time
And I'm tracing over your letter
To see if your intentions are as good as mine

But you're getting worse
I swear it
It's hard to prove you're an understatement
You're getting worse and I know
That you'll be calling, calling, calling me again

I can't help how I feel
No I can't help how I feel

But you're getting worse
I swear it
It's hard to prove you're an understatement
You're getting worse and I know
You'll be calling, calling, calling me again
Calling me again
Calling me again

But you're getting worse
I swear it
It's hard to prove you're an understatement
You're getting worse and I know
That you'll be calling, calling, calling me again"
Jawbreaker,Friendly Fire,Dear You,07/23/2002,"Walked beyond the fence
Played outside our yard
You took it hard
Through a one-way door
Hinged high on doubt
No ins, no outs
I like my clothes
Don't want to grow
I'll wait around
'Til you say go

The lights were off
When I got home
Black room, blue phone
Hey, I know your name
Weren't we almost friends?
Guess that depends
Take some benefit
With all your doubt
If this is principle
I'm dropping out

You demonize
You don't look so bad
You wouldn't take
What you couldn't have
My back is warm
With your friendly fire
I know you're trying
Could you please aim it higher?
Could you please aim it higher?

So alone, I wrote
I wrote this will
I will decline
This fish ain't big
This pond is small
So small of mind
I like my clothes
Don't want to grow
I'll wait around
'Til you say go

You demonize
You don't look so bad
You wouldn't take
What you couldn't have
My back is warm
With your friendly fire
I know you're trying
Could you please aim it higher?
Could you please aim higher?"
Jawbreaker,Kiss the Bottle,Etc.,07/23/2002,"It gets loneliest at night
Down at the liquor store
Beneath the neon sky
Our moonlight
Six A.M., the floor comes alive with lice
The pan's dried up so tight
With hardened beans
We're hungry
So I lean on you sometimes
Just to see you're still there
Your feet can't take the weight of one
Much less two
We hit concrete
How were we born into this mess?
I know I painted you a prettier picture, baby
We were run out on a rail
Fell from the wagon to the night train
I kissed the bottle
I should've been kissing you
You wake up to an empty night
With tears for two
Cigarettes, they fill the gaps
In our empty days
In our broken teeth
We're jonesing
Say mister, can you spare a dime?
Some change could make a change
Could buy some time
Some freedom
Or an ear to hear my story
It's all I've got
My fiction beats the hell out of my truth
A palm upturned burnt blue
Don't call it sunburn
You've been shaking on the job
Just one drink ahead of your past
There's a white light coming up
You draw the blinds, hoping it'll pass
I kissed the bottle
I should've been kissing you
You wake up to an empty night
With tears for two
I kissed the bottle
I should've been kissing you
You wake up to an empty night
With tears for two"
Jawbreaker,Sea Foam Green,Etc.,07/23/2002,"A '63, 10,000 miles
What was I thinking?
I drove myself insane
No small getaway
Asleep with both hands on the wheel
White knuckle weekend
Chewing ephedrine
Going to an unnamed end
(Unending)

We met in rain
You asked me in
Seemed like a good sign
Now I need a guillotine
To get you off my mind
I brush my teeth until they break
Until I start bleeding
So when I smile, I'll know
I'm almost good enough for you
(And would you...)

Follow me to the end of the dare
Raise your eyes, return the stare
Become your words
Your words, so becoming
On any Sunday, I'll be there

I tried to drink you off my mind
I just got wasted
It only made the pain that much more acute
(But cute)
Isn't strong enough a word
Unintentionally gorgeous
An accidental charm
A graceful drinking arm
(Disarming)

Follow me to the end of the dare
Raise your eyes, return the stare
Become your words
Your words, so becoming
On any Sunday, I'll be there"
Jawbreaker,First Step,Etc.,07/23/2002,"Did you ever have one of these days?
This is a day like any other day
You are free to wake up and shave
Soapy hands fumbling on porcelain
Hot, good coffee and a good, good book
Bicycle, bicycle

Breathing easier now
Tear the roof off your day
No one's coming over
It ain't written
So don't try to read it

Smell the hot rain on the street
Could be love, could be alcohol
Cup my hands around your face
A little frame, a lot of pain
I can tell the tears from the rain
One tastes sweet, the other plain

Breathing easier now
Tear the roof off your day
No one's coming over
It ain't written
So don't try to read it

And who am I to think I could hang
Such a precious life on a clever line?
You're in all the books I read
A hundred pages out of reach
And so I pull myself
Crawl to feet, hit the street
It'll take some time
To learn the lesson of the fall
And begin another climb

Breathing easier now
Tear the roof off your day
No one's coming over
It ain't written
So don't try to read it"
Jawbreaker,Friends Back East,Etc.,07/23/2002,"Welcome to your new home
Here's your bed
You'll sleep alone
Getting everything you wanted
Getting everything you wanted and some
Here's the kitchen, cook alone
Look at the water boil
At the table, sit and stare
Soup with bread with so much to care for...

All my friends back east keep asking
""What have you done with your life?""
Just a little too strung out to lie

Suddenly, it seems so clear
Rejecting what you can't have
Light a candle, smoke and pray
All good sins will find you, one day
Now another month is gone
Soon, it will be a year
Go to bed and say out loud
""Is it over where it's all gone wrong?""

All my friends back east keep asking
""What have you done with your life?""
Just a little too strung out to lie

My ambition keeps getting in the way
When I found my voice, there's nothing left to say
Inhibition keeps me behind this door
My life's a running joke
What am I?
What am I running for?"
