artist,title,album,date,lyrics,top_ranking
Simple Plan,I Don't Wanna Go to Bed,Taking One for the Team,1/1/2016,"I don't wanna go to bed without you
This is Simple Plan
I don't wanna go to bed without you
Talk to me

I gotta tell you the truth
I'm full of broken pieces
And all my nights are sleepless
And I don't mean to intrude
This secret, can you keep it?
Won't give up even if it

Takes me all night, takes my whole life
Just won't feel right until I have you
Tired eyes burn, when will I learn?
Tell me what to do

I don't wanna go to bed
I don't wanna go to bed (No)
I don't wanna go to bed
I don't wanna go to bed without you
I don't wanna go to bed
I don't wanna go to bed (No)
I don't wanna go to bed
I don't wanna go to bed without you

Let's get this out of the way
Why should we wait forever?
We're meant to be together
I'm not ashamed to say (Let me tell you one time)
You don't remember my name
But I still want you the same

Love at first sight left me tongue tied
Just won't feel right until I have you
Tired eyes burn, when will I learn?
Tell me what to do (Tell me what to do, just say it)

I don't wanna go to bed
I don't wanna go to bed (No)
I don't wanna go to bed
I don't wanna go to bed without you
I don't wanna go to bed
I don't wanna go to bed (No)
I don't wanna go to bed
I don't wanna go to bed without you

I don't wanna go to bed without ya
No, you no lie no sleep without ya
Go crazy in the...
I go crazy without ya
E'ry dream, e'ry nightmare's about ya
I can't lie, got love at first sight
Love the first night, I took my first bite
I'm, insane when I take aim, like
King James with the mid-range BANG!

Love at first sight
Left me tongue tied
Just won't feel right (Until I have you)
Tired eyes burn
When will I learn?
Tell me what to do

I don't wanna go to bed
I don't wanna go to bed
I don't wanna go to bed
I don't wanna go to bed without you
I don't wanna go to bed
I don't wanna go to bed (No)
I don't wanna go to bed
I don't wanna go to bed without you
I don't wanna go to bed
I don't wanna go to bed
I don't wanna go to bed
I don't wanna go to bed without you

I don't wanna go to bed without ya
No, you no lie no sleep without ya
(This is Simple Plan, shawty, ha-ha)
(I don't wanna go to bed without you)
I don't wanna go to bed without ya
No, you no lie no sleep without ya
(No, you no sleep)
(I don't wanna go to bed without you)",94
Yellowcard,Down on My Head,Lights and Sounds,1/24/2016,"I work all night
For one more day that I can say I'm all alone
Alone
I just need time
And I will say what I believe and I'll come home
Home
And all I know

I never thought I would wake up in bed
Watching the world coming down on my head
I'd sleep like a dog if you would never have said
This is the world coming down on your head
As life flies by
I'm not sure how I'm gonna do this all again
Again
So line by line
I write this down and I'm just trying to find the end
The end
And all I know

You gave it to me
I remember it read
You've got the world coming down on your head
There's nothing to fight for, it's already dead
And this is the world coming down on my head
When will it all end?
When will it all end?
One of you moves, the others follow you
When will it all end?
One of you moves, the others follow you

I'm not gonna swallow the lie that I'm fed
Cuz I want the world coming down on my head
I'm just gonna find out you're already dead
And I was the world coming down on your head",5
Simple Plan,Opinion Overload,Taking One for the Team,2/5/2016,"So you think you got me figured out
Won't you go ahead and tell me what I'm all about
You know I'm dying to hear it
I'm getting sick of all the sticks and stones you throw
Now it feels like it's opinion overload
I can take it, but I'd rather leave it

Get out of my face
Quit bringing me down
I don't care what you say
So what part of that don't you understand?

Hey!
I'm doing things exactly like I want to
What part of that don't you understand?
Hey!
And I don't give a damn if you do not approve
What part of that don't you understand?
Hey!

You're so tough throwing punches with your words
You think you're clever, let me tell you that you're not the first
Say something I haven't heard yet
You're disrespectful, always quick to judge
I kind of wonder if you're doing it just because
It must be nice being perfect

Get out of my face
Quit bringing me down
I don't care what you say
So what part of that don't you understand?

Hey!
I'm doing things exactly like I want to
What part of that don't you understand?
Hey!
And I don't give a damn if you don't approve
What part of that don't you understand?
Hey!

I won't apologize for what I feel inside
I won't be pushed around
I won't be backing down
Not doing what you say
I'll never change my ways
Get out of my face

Hey!
I'm doing things exactly like I want to
What part of that don't you understand?
Hey!
And I don't give a damn if you don't approve
What part of that don't you understand?
Hey!
I won't apologize for what I feel inside
What part of that don't you understand?
Hey!
Not doing what you say
I'll never change my ways
What part of that don't you understand?",94
Simple Plan,Everything Sucks,Taking One for the Team,2/19/2016,"It used to be fun, now it's bringing me down
It's like everything sucks 'cause you're not around

Drive to the beach to watch the sunset
It's pointless, I don't even like it
Don't wanna watch another movie
My favorite song means nothing to me
I try to medicate, I try to numb the pain
No matter what I do it's all in vain
My heart was full of love
Now all I do is hate
I fall apart when you're so far away

Please come back to me

It used to be fun, now it's bringing me down
It's like everything sucks 'cause you're not around
I never ever should have let you run out of town
Now everything sucks 'cause you're not around
All my friends are asking me
Why I've been acting crazy
It used to be fun, now it's bringing me down
It's like everything sucks 'cause you're not around

We used to go out 'til the morning
But now the party's kinda boring
Went back to where we had our first date
But now I hate the way the food tastes

Please come back to me

It used to be fun, now it's bringing me down
It's like everything sucks 'cause you're not around
I never ever should have let you run out of town
Now everything sucks 'cause you're not around
All my friends are asking me
Why I've been acting crazy
It used to be fun, now it's bringing me down
It's like everything sucks 'cause you're not around
Everything sucks 'cause you're not around

Please come back to me (Please come back to me)
Please, I'm on my knees

It used to be fun, now it's bringing me down
It's like everything sucks 'cause you're not around
I never ever should have let you run out of town
Now everything sucks 'cause you're not around
It used to be fun, now it's bringing me down
It's like everything sucks 'cause you're not around
I never ever should have let you run out of town
Now everything sucks 'cause you're not around
All my friends are asking me
Why I've been acting crazy
It used to be fun, now it's bringing me down
It's like everything sucks 'cause you're not around

Everything sucks 'cause you're not around",94
Simple Plan,Farewell,Taking One for the Team,2/19/2016,"Farewell, I didn't mean to let you...

After all these wasted nights
I can't pretend that I'm doing fine
I've played it back a thousand times
But now I see it and I realize

That the damage is done and it's obvious
We can never go back to the way it was
We're drifting apart and it's killing us
It's killing us

Farewell
I didn't mean to let you...
Let you down, mess it up
We both knew it couldn't last forever
It's coming down, I've had enough
I guess we crumbled under all the pressure
I did my best for what it's worth
And I gave you all this heart could give
So farewell
I didn't mean to let you down (Down)

There was a time you'd scream my name
It used to be my getaway
Now all we do is just complain
Well, maybe I'm the one to blame

But the damage is done and it's obvious
We can never go back to the way it was
We're drifting apart and it's killing us
It's killing us

Farewell
I didn't mean to let you...
Let you down, mess it up
We both knew it couldn't last forever
It's coming down, I've had enough
I guess we crumbled under all the pressure
I did my best for what it's worth
And I gave you all this heart could give
So farewell
I didn't mean to let you down

It's such a shame
How did we end up this way?
We can't go back
And things will never be the same
All hopes faded
Is this what you wanted?
Is this what you wanted?

Farewell
I didn't mean to let you...
Let you down, mess it up
We both knew it couldn't last forever
It's coming down and I've had enough
I guess we crumbled under all the pressure
I did my best for what it's worth
And I gave you all this heart could give
So farewell
I didn't mean to let you
Farewell
I didn't mean to let you down (Down)
(Farewell)",94
Simple Plan,I Don't Wanna Be Sad,Taking One for the Team,2/19/2016,"No, I don't wanna be sad
I don't wanna be sad, sad, sad no more

It's been 28 days since I've seen the sunshine
'Cause I just can't seem to lift this cloud away
I swear all the tears I've cried could fill an ocean
I've been swimming in a sea of misery

I can't find the strength to leave this bed
I'm locked up in my cuckoo head
I feel so low and I can't let go
I've got all the symptoms, all the signs
I tell my friends I'll be just fine
But truth be told, it's getting old

No, I don't wanna be sad
I don't wanna be sad, sad, sad no more (No, no, no)
And I know some days will be bad
But I don't wanna be sad, sad, sad no more

I've tried every pill the doctor will prescribe me
And I've put myself through weeks of therapy (Seeks of therapy)
I've tried meditation, yoga and pilates
It's like happiness just wasn't meant for me (Wasn't meant for me)

But I'm through, I'm done, I've had enough
I'll ditch this funk, I tell you what
Just watch me now
'Cause I won't back down
I've got a bad ass personality
So I just need to set it free
It starts today, I'm on my way

No, I don't wanna be sad
I don't wanna be sad, sad, sad no more (No, no, no)
And I know some days will be bad
But I don't wanna be sad, sad, sad no more

Ooohhh (No, no, no)
I don't wanna be sad
Ooohhh (No, no, no)
I don't wanna be sad
Ooohhh (No, no, no)
I don't wanna be sad
Sad, sad, sad, sad, sad
No, I don't wanna be sad
I don't wanna be sad, sad, sad no more
And I know some days will be bad
But I don't wanna be sad, sad, sad no more

No, I don't wanna be sad
I don't wanna be sad, sad, sad no more (No, no, no)
And I know some days will be bad
But I don't wanna be sad, sad, sad no more

Uuhh (No, no, no)
I don't wanna be
(No, no, no)
I don't wanna be sad, sad, sad no more
Uuhh (No, no, no)
I don't wanna be
(No, no, no)
I don't wanna be sad, sad, sad no more",94
Simple Plan,I Dream About You,Taking One for the Team,2/19/2016,"Some people dream about money and fame
And taking rides on private planes
But they don't know you like I know y
Some people dream about looking good
Like movie stars in Hollywood
But they don't know you like I know you

They don't understand
They think I'm a fool
If only they could see

I dream about you
Heaven only knows I do
I dream about you
Every single night, it's true
I dream about you

People wanna drive fancy cars
Maybe someday reach the stars
But they don't know you like I know you
I would rather spend all my days
Reminiscing about yesterday
When I was standing right beside you

You don't understand
You think I'm a fool
If only you could see

I dream about you
Heaven only knows I do
I dream about you
Every single night it's true
I dream about you

I never, I never wanna wake up
No I never wanna wake up
I dream about you

I dream about you
Heaven only knows I do
I dream about you
Every single night, it's true
I dream about you",94
Simple Plan,Kiss Me Like Nobody's Watching,Taking One for the Team,2/19/2016,"I wanna paint it on every wall (Every wall)
And shout it out up and down the halls
I wanna post it in shining lights (Shining lights)
'Cause I just can't keep it bottled up inside

I wanna call up every single person I know
Write a song and play it on the radio
Stick a message in a bottle then I'll let it go
I don't care what people might think
I got your name in permanent ink
'Cause, baby, this ship ain't never gonna sink

So kiss me
Like nobody's watching
Yeah, people are talkin'
It doesn't matter what they say
Just kiss me (Just kiss me)
In the middle of the streets
To let the whole world see
That there's nobody else for me
There's nobody else for me

People around us are cynical (Cynical)
Go ahead and say that we're typical
True love is dead, well, that's a lie (That's a lie)
'Cause we'll be together 'til the end of time

Now I'm burnin' up I'm speaking in tongues
Listen to my heart it's beating like a drum
I'm screaming your name at the top of my lungs
I don't care what people might think
I got your name in permanent ink
'Cause, baby, this ship ain't never gonna sink

So kiss me
Like nobody's watching
Yeah, people are talkin'
It doesn't matter what they say
Just kiss me (Just kiss me)
In the middle of the streets
To let the whole world see
That there's nobody else for me
There's nobody else for me

I wanna call up every single person I know
Write a song and play it on the radio
I don't care what people might think
I got your name in permanent ink
'Cause, baby, this ship ain't never gonna sink

So kiss me
Like nobody's watching
Yeah, people are talkin'
It doesn't matter what they say
Just kiss me (Just kiss me)
In the middle of the streets
To let the whole world see
That there's nobody else for me
For me
There's nobody else for me
For me
There's nobody else for me",94
Simple Plan,Perfectly Perfect,Taking One for the Team,2/19/2016,"You might not think you're a supermodel
But you look like one to me
I'd rather have your picture on my phone
Than on the cover of a magazine
It's hard to think that a girl like you
Could have any insecurities
It's funny how all the things you would change
Are all things that are cute to me
And I know you don't believe me
And you think that I'm a fool
But I don't care

Maybe
You'll never see in you what I see
The little things you do that make me go crazy
I'm not crazy
You're perfectly perfect to me

You brush it off every time I tell you
Your smile lights up the room
And I'm guessing that you don't even notice
That the whole world notices you
You think you're clumsy, I think you're cool
You say you're typical, but I think you rule
Sometimes I wonder if you'll ever believe
That I wrote this song for you

Maybe
You'll never see in you what I see
The little things you do that make me go crazy
I'm not crazy
You're perfectly perfect
Someday
You're gonna see you're beautiful this way
And that you're always gonna make me go crazy
I'm not crazy
You're perfectly perfect to me

You don't have to try
Change a single thing
'Cause just the way you are is sweeter than anything
Maybe I'm a fool, but it's always been you
'Cause no one ever makes me smile the way you do

Maybe
You'll never see in you what I see
The little things you do that make me go crazy
I'm not crazy
You're perfectly perfect
Someday
You're gonna see you're beautiful this way
And that you're always gonna make me go crazy
I'm not crazy
You're perfectly perfect to me

(Whoa-oh, whoa-oh) Yeah
You're perfectly perfect to me
(Whoa-oh, whoa-oh)
You're perfectly perfect to me",94
Simple Plan,Problem Child,Taking One for the Team,2/19/2016,"Here we are again, awake at five AM
I didn't mean a word I said
Can we just pretend I can take it back?
Change the way the story ends
I remember when things were simple then
It didn't always hurt this way
I would fall asleep, you would carry me
You would take my fears away

Am I messed up, forever flawed?
Beyond repair, but forever yours

All my life
All I ever did was try and try
I never meant to be your problem child
Your problem child, yeah
I don't know why
I always found a way to make you cry
I never meant to be your problem child
Your problem child, yeah

When you look at me, I wonder if you see
All the things you thought I could be
Or all the crazy nights, all the stupid fights
All the tears that filled our eyes

Am I messed up, forever flawed?
Beyond repair, but forever yours

All my life
All I ever did was try and try
I never meant to be your problem child
Your problem child, yeah
I don't know why
I always found a way to make you cry
I never meant to be your problem child
Your problem child, yeah


All my life
All I ever did was try and try
I never meant to be your problem child
Your problem child, yeah
I don't know why
I always found a way to make you cry
I never meant to be your problem child
Your problem child, yeah

Yeah, yeah, yeah
Your problem child
Yeah, yeah, yeah
Your problem child
Yeah",94
Simple Plan,P.S. I Hate You,Taking One for the Team,2/19/2016,"Dear Sophia
I think I'm better off without you

Like a Polaroid picture
I can still see you in mind
In your Def Leppard t-shirt
I said I was yours
You said you were mine
We started a fire
A fire like no one's ever seen before
There was something about you
There was something about you

But then you beat my heart up
Left it black and blue
Now I wish I never met you

Dear Sophia
I think I'm better off without you
I kinda miss ya
And making out all night like we used to
We were good together
But now the things you've done we can't undo
So don't write me back
P.S. I hate you

You can spare me the fake tears
We don't even need one last goodbye
I'll see you in ten years
Or maybe we should make that forty-five
We're done and it's over
And now the fairytale is up in flames
I hope it was worth it
Yeah, I hope he was worth it

And if there's one thing in this life I know is true
It's that I wish I never met you

Dear Sophia
I think I'm better off without you
I kinda miss ya
And making out all night like we used to
We were good together
But now the things you've done we can't undo
So don't write me back
P.S. I hate you

I hope one day you fall in love with someone new
And just when you think it's true
He breaks your heart in two
Just like you did to me
Just like you did to me

Dear Sophia
I think I'm better off without you
I kinda miss ya
And making out all night like we used to
We were good together
But now the things you've done we can't undo
So don't write me back
P.S. I hate you

P.S. I hate you
(Dear Sophia)
Don't write me back
P.S. I hate you
(Dear Sophia)
P.S. I hate you
(Dear Sophia)
Don't write me back
P.S. I hate you",94
Simple Plan,Singing in the Rain,Taking One for the Team,2/19/2016,"I'm reading through the Sunday paper and it's all bad news
(All bad news)
I'm looking for a smile on the streets, but it's just no use
(Just no use)
Sing with me now'
Singing in the rain up, in the rain up
Singing in the rain up, in the rain up
I jump into my car, turn the key, but it just won't start
(No, it just won't start)
I got a text from my ex, it's official, she just broke my heart
(She just broke my heart, oh)

Storm clouds are circling around
But I won't let that shit drag me down

So I'll be singing (I'll be singing)
I'll be singing (I'll be singing)
I'll be singing in the rain (Singing in the rain)
So I'll be singing (I'll be singing)
I'll be singing (I'll be singing)
I'll be singing in the rain (Singing in the rain)
I've got a song in my heart and I'm bulletproof (Bulletproof)
There's nothing in the world that's gonna kill this mood (C'mon!)
No matter what life wants to throw my way
I'll be singing, I'll be singing in the rain
Singing in the rain up, in the rain up
Singing in the rain up, in the rain up

I went to see a fortune teller and she said I'm doomed
Oh, no, no, no, no!
But what the hell does she know
Why she trying to break my groove?
Now why she have to break my groove?
All of life's colors turn to gray
Then you turn around and you smile my way
Suddenly all my problems disappear on cue
(All because of you)

Storm clouds are circling around
But I won't let that shit drag me down

So I'll be singing (I'll be singing)
I'll be singing (I'll be singing)
I'll be singing in the rain (Singing in the rain)
So I'll be singing (I'll be singing)
I'll be singing (I'll be singing)
I'll be singing in the rain (Singing in the rain)
I've got a song in my heart and I'm bulletproof (Bulletproof)
There's nothing in the world that's gonna kill this mood (C'mon!)
No matter what life wants to throw my way
I'll be singing, I'll be singing in the rain
Singing in the rain up, in the rain up
Singing in the rain up, in the rain up

Even when things shake, earthquake
No one can ever steal this smile
Even if they fail me
And see lately, it's been crazy
But it's okay, alright, see everything works
And we living life in the fast lane
No matter what, I'ma won't change
Rock City, not pretty
Tell them what, I'ma not stop playing
Are you feeling good, feeling great?
No matter what, I won't see me break
In a rain singing this tune
'Cause life is what I appreciate

Storm clouds are circling around
But I won't let that shit drag me down
No no, no no, no no, no

So I'll be singing (I'll be singing)
I'll be singing (I'll be singing)
I'll be singing in the rain (Singing in the rain)
So I'll be singing (I'll be singing)
I'll be singing (I'll be singing)
I'll be singing in the rain (Singing in the rain)
I've got a song in my heart and I'm bulletproof (Bulletproof)
There's nothing in the world that's gonna kill this mood (Kill this mood)
No matter what life wants to throw my way (Throw my way)
I'll be singing, I'll be singing in the rain
Singing in the rain up, in the rain up
Singing in the rain up, in the rain up
Singing in the rain up, in the rain up",94
A Day to Remember,Paranoia,Bad Vibrations,3/9/2016,"Expect the worst of everyone I meet
Count the clock 'cause I can't fucking sleep
Shooting pain like a heart attack
Call my friends, I might not make it back

The doctor says I'm headed for destruction
Something's gotta give...

I'm like a time bomb ticking in your head
Paranoia clouding your judgement
And no matter what you do about it, about it, about it
I'm still in your head

It's got me scared, scared of the unknown
Unknown numbers been blowing up my phone
I'm hearing footsteps outside of my house
I'm afraid someone's trying to take me out

The doctor says I'm headed for destruction
Can I fucking live?

I'm like a time bomb ticking in your head
Paranoia clouding your judgement
And no matter what you do about it, about it, about it
I'm like a time bomb ticking in your head
Paranoia clouding your judgement
And no matter what you do about it, about it, about it
I'm still in your head

I'm still in your head
I'm still in your head
I am your breaking point

You can't run, you can't hide
I'll be there when you close your eyes at night
I'm always watching you

The doctor says I'm headed for destruction
My time is wearing thin...

I'm like a time bomb ticking in your head
Paranoia clouding your judgement
And no matter what you do about it, about it, about it
I'm like a time bomb ticking in your head
Paranoia clouding your judgement
And no matter what you do about it, about it, about it
I'm still in your head",2
Good Charlotte,40 oz. Dream,Youth Authority,4/4/2016,"Woke up this morning with the strangest feeling
I had a nightmare, but I wasn't dreaming
I ran outside to see it's not 2003
Turned on the radio, it's so confusing
Rappers were singing and Rockers DJ'ing
There's no guitars on the songs that they're playing
I called my shrink to see if I was healthy
I called my mom and she was taking selfies

Grew up on MTV when they had Eazy-E
In California, yeah, they still knew how to throw a party
When It was Gin & Juice and we had Dre and Snoop
In California, yeah, they still knew how to throw a party
Oh oh, last night I had a 40 ounce
Oh oh, last night I had a 40 ounce dream

Now all the punk rockers are over 40
They're coaching little league and reading stories
When did the neighborhood ever sound so good?
Looked on the corner and there's no more junkies
More girls and more grunge and bottles and more fun
Needles and squatters pissed off at their fathers
I can't believe it, man, it's all so boring
Went down to Gilman, yeah, the cops were snoring

Grew up on MTV when they had Eazy-E
In California, yeah, they still knew how to throw a party
When It was Gin & Juice and we had Dre and Snoop
In California, yeah, they still knew how to throw a party
Oh oh, last night I had a 40 ounce
Oh oh, last night I had a 40 ounce dream
Grew up on MTV when they had Eazy-E
In California, yeah, they still knew how to throw a party
When It was Gin & Juice and we had Dre and Snoop
In California, yeah, they still knew how to throw a party

Na na na na na na, na na na na na na
Yea, yea, yea, yea, yea, yea
We still know how to throw a party
Na na na na na na, na na na na na na
Yea, yea, yea, yea, yea, yea
We still know how to throw a party
Oh oh, last night I had a 40 ounce
Oh oh, last night I had a 40 ounce
Oh oh, last night I had a 40 ounce
Oh oh, last night I had a 40 ounce dream",23
Blink-182,Bored to Death,California,4/27/2016,"There's an echo pulling out the meaning
Rescuing a nightmare from a dream
The voices in my head are always screaming
That none of this means anything to me

And it's a long way back from seventeen
The whispers turn into a scream
And I... I'm not coming home

Save your breath, I'm nearly
Bored to death and fading fast
Life is too short to last long
Back on earth I'm broken
Lost and cold and fading fast
Life is too short to last long

There's a stranger staring at the ceiling
Rescuing a tiger from a tree
The pictures in her head are always dreaming
Each of them means everything to me

And it's a long way back from seventeen
The whispers turn into a scream
And I... I'm not coming home

Save your breath, I'm nearly
Bored to death and fading fast
Life is too short to last long
Back on earth I'm broken
Lost and cold and fading fast
Life is too short to last long

I think I met her at the minute that the rhythm was set down
I said I'm sorry I'm a bit of a let down
But all my friends are daring me to come over
So I come over and over and over
So let me buy you a drink
And we'll pretend that you think
That I'm the man of your dreams
Come to life in a dive bar
And we'll go over and over and over
And we'll go over and over and over
And we'll go over and over and over
And we'll go over and over and over

Save your breath, I'm nearly
Bored to death and fading fast
Life is too short to last long
Back on earth I'm broken
Lost and cold and fading fast
Life is too short to last long

Oh oh oh oh, oh oh oh oh, oh oh oh oh
Oh oh oh oh (life is too short to last long)
Oh oh oh oh, oh oh oh oh, oh",1
Blink-182,Built This Pool,California,5/5/2016,"I wanna see some naked dudes
That's why I built this pool

""Is that really it?""",1
Good Charlotte,Life Changes,Youth Authority,5/12/2016,"Let's go now, it's open season

Going through these life changes
Gotta keep my feet moving
I'm looking up at the sky
Gotta keep my eyes open
Gonna keep my mind racing
I keep on trying to fly

We almost died
Learning how to survive the fast life

You know they say that nothing lasts forever
You know they said we'd never stay together
It's a long way down, can't turn back now
Going through these life changes
Going through these life changes
Let's go!

Yeah we always try to stand up to the lies
We said we'll never give up 'til we die
And try to help our friends, we learn to live again
We'll never say it's over 'til the end

We almost died
Learning how to survive the fast life

You know they say that nothing lasts forever
You know they said we'd never stay together
It's a long way down, can't turn back now
Going through these life changes
Going through these life changes

Don't you know that life changes?
You know that love changes
The pain, it rearranges
Best friends become strangers
Don't you know that life changes?
You know that love changes
The pain, it rearranges
Best friends become strangers
So you get up and shake it off
Smile at everyone you meet
Put your best foot forward, chip on your shoulder
It's like you can't be beat
It's like we can't be beat
Going through these life changes
Going through these life changes
Going through these life changes
Going through these life changes

You know they say that nothing lasts forever
You know they said we'd never stay together
It's a long way down, can't turn back now
Going through these life changes
Going through these life changes
Going through these life changes
Going through these life changes
Going through these life changes
Going through these life changes",23
A Day to Remember,Bad Vibrations,Bad Vibrations,6/2/2016,"Don't forget that this is a choice
Pick your poison
Live with remorse
Don't forget that this is a choice
Pick your poison
Live with remorse

I could burn a hole with my eyes that cuts straight through the skin
No more love, no more resolution
It's getting harder bearing the darkness within
I gotta let it out
I'm gonna let it

I can feel your bad vibrations
All around me
All consuming
Corrupting all that I am
This pain is a sickness looming over me, and I can't escape it
Casting shadows that continue to shape who I am on any given day

It's like a fog surrounds me applying pressure within
Weighing me down, seeing in double vision
It hits so hard I stu- stu- stutter my speech
Ya go kinda cold inside
Dancing on thin ice

I can feel your bad vibrations
All around me
All consuming
Corrupting all that I am
This pain is a sickness looming over me, and I can't escape it
Casting shadows that continue to shape who I am on any given day
This pain is a sickness looming over me, and I can't escape it
Casting shadows that continue to shape who I am on any given day
Toxic
Toxic
Toxic
Toxic

This darkness, this darkness
Leaves me empty like
I am the heartless
Toxic
Toxic within",2
Good Charlotte,Life Can't Get Much Better,Youth Authority,6/20/2016,"One promise we made it
We said we'd never break it
Don't look down be honest
Tell me has it changed
One life that we're living
We're somewhere unforgiven
Don't look down be real now
Tell me has it changed
I just want to see you laugh again

Life can't get much better
Let's just stay together
These scars are tokens of promises broken
Life can't get much better
Let's just stay forever
We've got to hold on we've waited so long

If I knew we'd end up this way
Do you really think I wouldn't have tried
If I knew it would break us down
Do you really think I would've lied
Now I try to forget the past but it's all that's on my mind
I'd give it all if I could get you back
I'd give it all if you were mine
I just want to see you here sometime

Cause life can't get much better
Let's just stay together
These scars are tokens of promises broken
Life can't get much better
Let's just stay forever
We've got to hold on we've waited so long

Don't give up on us, on us
Don't give up on, on us
Tell me that you meant every word you said
In the text you sent I was going to bed
The girl with the blue eyes
With the blue eyes
It ain't right it was fuckin' with me last night

Life can't get much better
Let's just stay together
These scars are tokens of promises broken
Life can't get much better
Let's just stay forever
We've got to hold on we've waited so long

Tell me that you meant every word you said
In the text you sent I was going to bed
The girl with the blue eyes
With the blue eyes
It ain't right it was fuckin' with me last night
Life can't get much better
Let's just stay together
These scars are tokens of promises broken",23
Blink-182,No Future,California,6/22/2016,"She said tonight's a waste of time
The next day the sun will always rise
Every day that you waste
Every promise you break
Slips beneath the floor
It's a permanent state
From a moment's mistake
But life's worth so much more

You don't know a thing about it
Hours lost to dawn from dusk
And they don't care about you
(No future!)
Let the music seal your fate, yeah
You can run, but life won't wait, yeah
They don't care about you
(No future!)

She said that it's too late to try
Someday I'll smile and say goodbye
Every night that you fight
Every demon in sight
Sleeping on the floor
Wide awake from the dream
With a shake and a scream
Hope for so much more

You don't know a thing about it
Hours lost to dawn from dusk
And they don't care about you
(No future!)
Let the music seal your fate, yeah
You can run, but life won't wait, yeah
They don't care about you
(No future!)

Na, na na, na na, na na na
Na, na na, na na, na na na
They don't care about you
Na, na na, na na, na na na
Na, na na, na na, na na na
They don't care about you

Where did she go?
And what did she hope to find there?
Where did she go? (Where did she go, did she go?)
And what did she hope to find there?
Where did she go, did she go, did she go?
Where did she go to find it?
Where did she go, did she go, did she go?
Where did she go to find it?

You don't know a thing about it
Hours lost to dawn from dusk
And they don't care about you
(No future!)
Let the music seal your fate, yeah
You can run, but life won't wait, yeah
They don't care about you
(No future!)

Na, na na, na na, na na na
Na, na na, na na, na na na
They don't care about you (They don't care)
Na, na na, na na, na na na
Na, na na, na na, na na na
They don't care about you (They don't care)",1
Yellowcard,Rest in Peace,Yellowcard,6/23/2016,"It was the best that you could be for me
I think we were lucky just to stay alive
Even when you had only fire to breathe
I know you were only trying to make it right

Change everything I've ever known
Try once again to let you go

If you could go back now, would you say it differently?
If there was no one there, would you open up for me?
If this was the last time that we would ever speak
Could we forgive somehow, could we let it rest in peace?

Stories are lost somewhere behind your eyes
You are a dying breed, you stand alone
I couldn't get through no matter how I tried
You tore me apart but still I love you so

Change everything I've ever known
Try once again to let you go

If you could go back now, would you say it differently?
If there was no one there, would you open up for me?
If this was the last time that we would ever speak
Could we forgive somehow, could we let it rest in peace?


If you could go back now, would you say it differently?
If there was no one there, would you open up for me?
If this was the last time that we would ever speak
Could we forgive somehow, could we let it rest in peace?
If you could go back now, would you say it differently?
If there was no one there, would you open up for me?
If this was the last time that we would ever speak
Could we forgive somehow, could we let it rest in peace?",28
The Bouncing Souls,Up To Us,Simplicity,6/24/2016,"We grew up together
You were my rock, you were my stone
When I was lost I was never alone

Together forever, one with our hearts
The words take me away
When that beat starts you are my cure

Whoa you were my rock, you were my stone
Whoa you were my rock, you were my stone

I learned how to love and how to dance
Always take a chance you changed the game
This world will never be the same

Together forever, one with our hearts
The words take me away
When that beat starts you are my cure

Now we gotta keep on trying even though our heroes are dying
It's up to us now to make this fire never burn out
Whoa you were my rock, you were my stone
Whoa you were my rock, you were my stone
Whoa you were my rock, you were my stone
When the music played, I was never alone

We gotta keep on trying
Even though our heroes are dying
It's up to us now, it's up to us now
We gotta keep on trying
Even though our heroes are dying
It's up to us now, it's up to us now

Whoa, whoa, whoa, whoa
Whoa, whoa, whoa, whoa",157
The Ataris,Trash Panda,October In This Railroad Earth,6/25/2016,"You're stuck with me so you better learn to like it
You drive these tired streets
Wild hearts without a clue
If I could tell you what was on my mind
Then I'd tell you you're wasting your time
And it's a crime that you still love me
But tell me why could I be the one?
Did you ever stop and wonder if you went wrong?
I never want to be a part
And that's how I felt all along
When they said forever, well it wasn't long enough
'Cause whenever we're apart, I've still got you on my mind
Funniest thing happened the other day
Well, I gave my heart away
I know it's in good hands
Just promise that you'll keep it right close to you
Pull me closer every night
And kiss me like you used to do
Do you understand me?
What I say is true
I guess I just wanted to say",NA
Sum 41,Fake My Own Death,13 Voices,6/28/2016,"All bets are off but you still think that you've gotta a right well
Your lucky days are numbered now
(And you're to blame)
You built a castle of sand
Shaking the devil's hand well
At least I've still got my soul to sell

You've got to take me away
'Cause I wanna feel (wanna feel)
Something that's real (thing that's real)
Help me escape cause I wanna be
(I'll take my last breath)
Left to be free
I just wanna fake my own death

You played your part of the whore
You got some kinda nerve or
Have you forgot I don't forget?
(And you're too late)
You walk beside the dead where
The angels never tread well
At least I've still got a soul to sell

You've got to take me away
'Cause I wanna feel (wanna feel)
Something that's real (thing that's real)
Help me escape cause I wanna be
(I'll take my last breath)
Left to be free
I just wanna fake my own death

There's nowhere to run
From hell and above
I swear to a God that someday
There will be blood

It all comes down in the end in spite of me you do it all again
It all comes down in the end in spite of you I'll do it all again

You've got to take me away
'Cause I wanna feel (wanna feel)
Something that's real (thing that's real)
Help me escape cause I wanna be
(I'll take my last breath)
Left to be free
I just wanna fake my own death",22
Blink-182,Brohemian Rhapsody,California,7/1/2016,"There's something about you
That I can't quite put my finger in",1
