artist,songs/title,songs/album,songs/year,songs/lyrics,songs/image
,The Grand Delusion,The Peace And The Panic,2017-08-18,"I'm coming to the conclusion
I think I would rather be
Anyone else but me

This straightjacket chokes me up and digs in
This tightrope is swaying in the wind
And it's a long way down
No way out of this alive
Oh it's a long way down
When the tension gives out
'Cause that's when I snap
And that's how I'm feeling now

Oh my head, tripped and fell too hard again
Lost myself, lost myself in the nervous wreck
I'm coming to the conclusion
I think I would rather be
Anyone else but me

This dissonance blurs the lines
And fucks with my symmetry
I'm one twisted butterfly
I will never be quite good enough
And I'm holding on so I don't come undone
But I feel like giving up

Oh my head, tripped and fell too hard again
Lost myself, lost myself in the nervous wreck
I'm coming to the conclusion
I think I would rather be
Anyone else but me

All eyes on me
But that's not reality
'Cause my mind plays tricks on me
Sometimes my mind plays tricks on me
Crawling up the walls
Caving as they're caving in
Claustrophobic in my own skin
From holding it all in

Oh my head, tripped and fell too hard again
Lost myself, lost myself in the nervous wreck
I'm coming to the conclusion
I think I would rather be
Woah I, I think I'd rather be
Anyone else but me
Anyone else but me",https://images.genius.com/59f2b46351768ea4b8889bca1f5bde6b.1000x1000x1.jpg
,Threat Level Midnight,Life’s Not Out To Get You,2015-08-14,"I've had a steady stream of lonely nights
For the past few weeks in this room
I'm locked away from it all
Just need a break from the walls that close me in
I'll see this out standing on pins
I'll fall asleep with my eyes open
Just to see if I could focus
On something more than my loneliness
None of my friends seem to give a shit about the way I am
I know full well they understand that
I get myself way too deep in what she said
But they'll bail me out when I'm in over my head

I'm getting sick of being broke
But what's worse is I'm all on my own
Can't seem to let this go
I wish I could stop staring at the phone so I can get some sleep
Another day, another week in hell
I'll see your face down here real soon
A welcome home to a swift farewell

Of all the things I hope to keep:
A childhood sense of opportunity
Grab life by the wrist and jump
Take the chance while I'm still young and dumb

Passed out but on my feet
With years ahead to get some sleep
And so much time to face defeat
So write our names in wet concrete
To seal our place in space and time
Before we have to walk the line
Before we all move on in life
Before the sun comes up tonight

I'm getting sick of being broke
But what's worse is I'm all on my own
Can't seem to let this go
I wish I could stop staring at the phone so I can get some sleep
Another day, another week in hell
I'll see your face down here real soon
A welcome home to a swift farewell

I'm getting sick of being broke
But what's worse is I'm all on my own
Can't seem to let this go
I wish I could stop staring at the phone so I can get some sleep
Another day, another week in hell
I'll see your face down here real soon
A welcome home to a swift farewell

A swift farewell
A swift farewell",https://images.genius.com/c3137cf0e6dc1231a8b356c9288b639d.1000x1000x1.jpg
,Torn,Songs That Saved My Life,2018-09-10,"I thought I saw a girl brought to life
She was warm, she came around like she was dignified
She showed me what it was to cry
Well, you couldn't be that girl I adored
Don't seem to know, don't seem to care what your heart is for
But I don't know her anymore

There's nothing where she used to lie
My conversation has run dry
That's what's going on
Nothing's right, I'm torn

I'm all out of faith
This is how I feel
I'm cold and I am shamed
Lying naked on the floor
Illusion never changed
Into something real
I'm wide awake and I can see
The perfect sky is torn
You're a little late, I'm already torn

So I guess the fortune teller's right
I should have seen just what was there
And not some holy light
But you crawled beneath my veins and now

I don't care, I had no luck
I don't miss it all that much
There's just so many things
That I can touch, I'm torn

I'm all out of faith
This is how I feel
I'm cold and I am shamed
Lying naked on the floor
Illusion never changed
Into something real
I'm wide awake and I can see
The perfect sky is torn
You're a little late, I'm already torn
Torn

There's nothing where she used to lie
My inspiration has run dry
That's what's going on
Nothing's right, I'm torn

I'm all out of faith
This is how I feel
I'm cold and I am shamed
Lying naked on the floor
Illusion never changed
Into something real
I'm wide awake and I can see
The perfect sky is torn
I'm all out of faith
This is how I feel
I'm cold and I'm ashamed
Bound and broken on the floor
You're a little late, I'm already torn

(Torn, torn, torn, torn)",https://images.genius.com/21d90da3a98f92b012ff95ba481d69b1.640x640x1.jpg
,Up In Smoke,Rain In July / A History of Bad Decisions,2013-02-19,"Stare at the wall 'till my eyes fall out my head
""Get out of bed"" she said
So self destructive
Up in smoke, all came to nothing
Being broke and lonely doesn't make much sense
I wish you'd see my point of view
You're so uptight, loosen your screws

Try to find the words that you expect me to say
I know I let you down again
I get it
I see that look in your eye
I just hoped you could see
Swear to God that I tried
I just thought that for once I could do something right, but I can't
And I'm sorry
Heard you call
Did you want me?
I had it all but inside I was drowning

Now I can feel the pressure weighing down on me
I can't live up to all your standards
Can we learn to disagree?

Building back the trust you lost in me again
You're so upset and stressed
So disappointed
Dig up the past
Leave me with haunting situations I thought we agreed to let stay dead
I know I fuck up every time
I fall apart, you fall in line

I bit my tongue and my mouth filled up with blood
I tried my hardest but still it wasn't enough
A desperate longing from trust
I get so close but I crush it again
My integrity's spent
I just hope that you know I'll be there 'till the end
When you're gone, I'll be broken
Let it out
Cut me open

Bury my head in my hands
How will I ever redeem myself?

Pressure weighing down on me
I can't live up to all your standards
Can we learn to disagree?
Pressure weighing down on me
When I can't give you all the answers you expect the worst of me
 x2
Stare at the wall 'till my eyes fall out my head
""Get out of bed"" she said
So self destructive
Up in smoke, all came to nothing",https://images.genius.com/a3c841ff51d525ce1c1be19f12d187ca.1000x1000x1.jpg
,What Did You Expect?,Rain In July,2012-09-11,"6 months have been and I'm still sick of everything that makes you smile
I've been here before, I'm just hoping this will die down
But I've learnt from experience, that love is a risk and I'm just hoping you're hearing this
So maybe you'll know just how it feels to be sitting here
Wide awake and far from dreaming
Don't tell me that I'll be fine
My broken bones are caving in
I feel you crawl beneath my skin
You went and fucked this up 'cuz you couldn't keep your legs shut

And you'll find me burning bridges
Searching for some sense of distance
Tearing out post trauma stitches that held me together
So far gone, my mind is racing
Back and forth I can't stop pacing
Thinking where we could have been if you just braved the weather
Fuck his car and fuck his money
He might pay for you but he's got nothing
I won't be in sight when you realise that I might just have been a more stable support
To the life that you'll build when he cuts himself short
Don't tell me that I'll be fine
I'm so sick of hoping you're right

Take all I am
Tear me into pieces
Deconstruct my bones and tell me you still don't know who I am
You've got some nerve thinking we could be friends
Well what did you expect? A fucking compliment?
x2
So take whats left of me
A broken fragment from before
I guess I'll try to be the best I can without you here
I know I'll find myself along this beaten track
I'll have to let you go and let these ghosts stay in the past
I guess I'll be fine",https://images.genius.com/6df8c3a4900eff6ce4401d491f9900ef.600x600x1.jpg
,Where Do We Go When We Go,The Peace And The Panic,2017-05-17,"Pain, pain go away, come back another day
I just wanna get one up on life before it kills me

I guess we'll never know
If when we're gone there's a place to go
Or if we don't see anything at all
Is that what we're supposed to call faith?
Well if that is that, and it all just fades to black
And we don't see anything at all
We don't see anything
What are you waiting for?

Pain, pain go away, come back another day
I just wanna get one up on life before it kills me
I can't put my faith in a fallacy
I just wanna get one up on life before it kills me

The world is a funny place
It kicks you when you're down
And knocks you out when you get up again
I don't think it's worth suffering through
But on the other hand
There's a world full of possibilities
And a million other people just like you
Who've all been through what you've been through
They were singing...

Pain, pain go away, come back another day
I just wanna get one up on life before it kills me
I can't put my faith in a fallacy
I just wanna get one up on life before it kills me

I saw it all flash and pass by with bright lights
And right before my eyes was the exit sign
I saw it all flash and pass by
And asked why I wasted precious time
It just passed me by
It just passed me by
We are just passing by (Just passing by)
Just passing by
Oh we are just passing by (Just passing by)
Just passing by

Pain, pain go away, come back another day
I just wanna get one up on life before it kills me
I can't put my faith in a fallacy
I don't wanna wait for that goodbye to see what could've been
And I just wanna get one up on life before it kills me",https://images.genius.com/59f2b46351768ea4b8889bca1f5bde6b.1000x1000x1.jpg
,Wish You Were Here,The Peace And The Panic,2017-08-18,"Take it slow
Tell me all how you've grown, just for me
Could we all reminisce?
Better yet, here's a pen
Make a list
Fill it full with all the things I've missed
'Cause I could barely drive past the school
Without stopping to think of you
And how we used to act the fool
But worst of all I wish I'd called
At least a thousand times or more
Just to hear what I've been missing

If a picture is all that I have
I can picture the times that we won't get back
If I picture it now it don't seem so bad
Either way, I still wish you were here
Don't say everything's meant to be
'Cause you know it's not what I believe
Can't help but think that it should've been me
Either way, I still wish you were here

Thinking back on the days
Where we all used to say
""I know anywhere's better than here""
In the back of the class
Where we grew up too fast
Living life like there's nothing to fear
But the ice on the road
Driving home all alone
Singing along to a song from three summers ago
The one that made you remember it
Now I'll always remember it (I'll always remember it)
As the song that your life ended with

If a picture is all that I have
I can picture the times we won't get back
If I picture it now it don't seem so bad
Either way, I still wish you were here
Don't say everything's meant to be
'Cause you know it's not what I believe
Can't help but think that it should've been me
Either way, I still wish you were here

And they say you're in a better place
But a better place is right here with me
Yeah, they say you're in a better place
Too bad it's not what I believe

'Cause a picture is all that I have
To remind me that you're never coming back
If I picture it now it just makes me sad
And right now I just wish you were here
Don't say everything's meant to be
'Cause you know it's not what I believe
Can't help but think that it should've been me
In the end, I just wish you were here

Yeah they say you're in a better place
Either way, I still wish you were here
They say you're in a better place
In the end, I just wish you were here",https://images.genius.com/59f2b46351768ea4b8889bca1f5bde6b.1000x1000x1.jpg
,Worth It,The Peace And The Panic,2017-08-18,"Can you feel it
In the spaces all around and in between it
Did you mean it
When you said I hate you
'Cause I fucking believed it
If you can't see the signs
And I can't reach your mind
I'd be scared of what I might find
And I'm sorry
I'll take the blame but you came at me kamikaze
A tsunami is setting our way
So is your apology

We really should have thought it through
Just what this would do to me and you
So ask yourself is it worth it
Yeah take it from me
Nobody is perfect
'Cause all I want to do is fall asleep with you
To drift away and hold onto
Is it worth it
Tell me is it
Worth it?

Is it pointless
To be helpless, optimistic, non-conformist
Am I annoying?
I try as hard as I could but you couldn't ignore it
'Cause I'm so sick and tired
Of these late night and getting wired
On our fucked insecurities

We really should have thought it through
Just what this would do to me and you
So ask yourself is it worth it
Yeah take it from me
Nobody is perfect
'Cause all I want to do is fall asleep with you
To drift away and hold onto
Is it worth it
Tell me is it
Worth it?

Can you feel it?
In the spaces all around and in between it
Did you mean it?
'Cause I fucking believed it

Think it through
And what this could do to me and you
Yeah ask yourself is it worth it
To pour the gasoline if it's already burning
'Cause all I want to do is fall asleep with you
To drift away and hold onto
Is it worth it
Tell me is it

Worth it?
Ask yourself is it worth it?
'Cause all I want to do is fall asleep with you
Is it worth it?",https://images.genius.com/66ba809eff01eb55c7e29a4443c56741.520x520x1.jpg
,Zoltar Speaks,Wishful Thinking,2014-01-14,"The wolves don't lose sleep over the cries of the sheep
They just laugh in their pack as they watch while we bleed
Self-destruction is imminent
We all show our teeth
Watch the world fall apart, caught on CCTV
Don't be so blind
The writing's on the wall
Has been for some time
I've seen the signs, and the worst is yet to come

What ever happened to another point of view?
When things were looking up and we were headed for change
Let this sink in
Wishful thinking
The cracks begin to show and progress starts to slow
We lost sight of ourselves
Our egos started to grow
Let this sink in
Wishful thinking

If you just opened the curtains you'd see the light
The fucking lies that they sell and all the shit that we buy
There's nothing left we can do but stand and fight
The system they put in place to have your soul in a vice

How did it come to this?
It feels like we're all stuck on a burning bridge;
How did it come to this?
The things that mattered most are dead in a ditch;
Where did it all go wrong?
Cuz things have been this way for far too long;
Where did it all go wrong?

What ever happened to another point of view?
When things were looking up and we were headed for change
Let this sink in
Wishful thinking
The cracks begin to show and progress starts to slow
We lost sight of ourselves
Our egos started to grow
Let this sink in
Wishful thinking

What ever happened to another point of view?
When things were looking up and we were headed for change
Let this sink in
Wishful thinking
The cracks begin to show and progress starts to slow
We lost sight of ourselves
Our egos started to grow
Let this sink in
Wishful thinking",https://images.genius.com/7e24221dd437fb21871a6ce2f38d125c.500x500x1.jpg
,Back Against the Wall,PUP,2013-10-08,"Now you find out
Yeah, your back's against the wall
If I'm a burnout
Might as well just burn it all
Oh oh, oh oh oh oh
Oh oh, oh oh oh oh
I don't listen much no more
I don't listen anymore, yeah they ask me why?
Now you find out
Yeah, your back's against the wall
If I'm a burnout
Might as well just burn it all
Oh oh, oh oh oh oh
Oh oh, oh oh oh oh
I don't listen much these days
I don't listen anyways, yeah they ask me why?
Now you find out
Yeah, your back's against the wall
If I'm a burnout
Might as well just burn it all
Now in hindsight, you, know we couldn't ask for more
In the limelight, I feel better than ever before",https://images.genius.com/4289a9b2ea00c0e51d488bd61cbbd08f.640x640x1.jpg
,Back Against the Wall (Topanga Version),Oceans,2010-12-21,"Now you find out
Yeah, your back's against the wall
If I'm a burnout
Might as well just burn it all
Oh oh, oh oh oh oh
Oh oh, oh oh oh oh
I don't listen much these days
I don't listen anyways, yeah they ask me how?
Now you find out
Yeah, your back's against the wall
If I'm a burnout
Might as well just burn it all
Oh oh, oh oh oh oh
Oh oh, oh oh oh oh
I don't listen much no more
I don't listen anymore, yeah they ask me why?
Now you find out
Yeah, your back's against the wall
If I'm a burnout
Might as well just burn it all
Now in hindsight, you, know we couldn't ask for more
In the limelight, I feel better than ever before",https://images.genius.com/60f4b40931a6b912ae4995201b2b1b88.1000x988x1.jpg
,Bare Hands,Morbid Stuff,2019-04-05,"Cut me loose in mid-September
I was out of my element
Started building up these walls
Keeping everybody outside of them
Like bare hands holding on to the wire
Weeks pass, the Earth is turning
Things start swimming into focus
And now I'm rolling your words through my cheeks
Like a mouth full of poison
I watch it all go up in the fire

You were feeling lonely, and you called me
Hoping I'd be home
You're like a bad trip or a sick habit
I should've left it alone
You were feeling lonely, takin' advantage
Knowing I wouldn't say no
You're just a bad trip, I can't help it, oh

Wake up alone, now it's December
There's snow out in the yard
A cold wind cutting through my jacket
As I drift up the boulevard
That sinking feeling creeping in again
No matter what I try
And I'm just waiting for a signal
I'm just staring down at my
Bare hands holding on to the wire
Good lord, I'm worn out, and I'm always tired
Bare hands holding on to the wire
And I'm always tired

You were feeling lonely, and you called me
Hoping I'd be home
You're like a bad trip or a sick habit
I should've left it alone
You were feeling lonely, takin' advantage
Knowing I wouldn't say no
You're just a bad trip, I can't help it

You were feeling lonely
And you called me
Takin' advantage
You're just a bad trip, I can't help it, oh

Bare hands holding on to the wire
Bare hands holding on to the wire",https://images.genius.com/78fc77e74aa81274e0659ac0fb4adb0f.704x704x1.png
,"Bloody Mary, Kate and Ashley",Morbid Stuff,2019-04-05,"It's only a game
I hadn’t thought about it in years
Repeated her name
Three times into the mirror
The candles went out
And you started to laugh
Well, I heard a sound in the attic
But you don't believe in all of that

Are you real or fake?
Are you alive, am I awake?
This must be some kinda mistake
A trick of the eyes or the drugs that I'm taking

Walked through the door
With some gasoline in a can
Put some on the floor
In the shape of a pentagram
And I lit a match
As we stood in a circle
Flames shooting up to the sky
Like some vision of hell
Satan send me a signal
There’s blood in the sink
There's blood on the windows
I need a drink
I need to, I need to, I need to know

Are you real or fake?
Are you alive, am I awake?
This must be some kinda mistake
A trick of the eyes or the drugs that I'm taking
Are you real or fake?
Do you prefer Ashley or Mary Kate?
And who let you outta your grave?
Can anyone see this or am I just tripping?


Are you real or fake?
Are you alive, am I awake?
This must be some kinda mistake
A trick of the eyes or the drugs that I'm taking
Are you real or fake?
Do you prefer Ashley or Mary Kate?
And who let you outta your grave?
Can anyone see this or am I just tripping?",https://images.genius.com/708de84a7970f70d3a345b68721e94be.704x704x1.png
,Can’t Win,The Dream Is Over,2016-05-27,"I've been blessed with shit luck
There are some things that'll never change
I get strung out and fed up with the strain
Get a little more nervous everyday

I just wanna be something
Never thought I'd be nothing at all

And it feels like I can't win
I'm growing up and I'm giving in
And it's starting to hurt
And it feels like I can't win
I couldn't wait to be alone again
And I'm getting worse

Say I never try, but you know I do
I couldn't live with my 9 to 5
And I'll regret what I did to you my whole life
No matter what I do, I can never get anything right

I just wanna be something
Never thought I'd be nothing at all

And it feels like I can't win
I'm growing up and I'm giving in
And it's starting to hurt
And it feels like I can't win
I couldn't wait to be alone again
And I'm getting worse
I might die of this boredom
If you don't kill me first

Chalk it up to apathy
I had every chance
I had every opportunity
That I could want
And I ruined them all
I had every chance
Never thought I'd be nothing at all

And it feels like I can't win
I'm growing up and I'm giving in
And it's starting to hurt
And it feels like I can't win
I couldn't wait to be alone again
And I'm getting worse
I might die of this boredom
If you don't kill me first",https://images.genius.com/4420df39a52b33b8ad1553e9e0df9223.1000x1000x1.jpg
,City,Morbid Stuff,2019-04-05,"I was on the outside
I was looking in
Like a deer in the headlights
Stuck in slow motion
Like I was on the turnpike
No ability to steer
Can't shake the feeling I'm starting to disappear

I'm weighed down in this city
It's hard to live here, and I've been feeling restless
There's this battle raging in me
Don't want to love you anymore
But I can't help it

I was on the outside
Like we were at the cinema
Your face was hidden
Behind the camera
I think I love you
More than I'd admit
And I was not prepared to be seeing you like this

And I'm weighed down in this city
It's hard to live here, and I've been feeling restless
There's this battle raging in me
Don't want to love you anymore
But I can't help it

And between you and me
This city's slowly poisoning me
And as I rip deeper into its scales
It rots beneath my fingernails
And when I try to claw out of the pit
All I do is get sucked back in
Don't want to love you anymore
But I just can't help it

And I'm weighed down in this city
And I've been feeling restless
There's this battle raging in me
Don't want to love you anymore
But I can't help it

And I'm weighed down in this city
Don't want to love you anymore",https://images.genius.com/1844466f43d9cda6d0ec3bc95d1efa0d.704x704x1.png
,Closure,Morbid Stuff,2019-04-05,"The light was starting to fade
And I could feel the reaper
Waiting in the tall grass
Feeding off the fever

And I couldn't figure out why
You were down in the cold dirt
Something doesn’t feel right
I need closure, I need closure

With you not around, it was starting to set in
Howled till my voice was totally shredded
Where do you get off
Thinking that you could just cut me off
When I thought that we were connecting?

And each night I have the same dream
I'm face to face with your other
There's a part of you that’s still a part of me
I need closure, I need closure
I was looking for something
To keep these scabs from coming off
I need closure

I don't need you to feel fine
I don't need you to come back
But I don't think I'll ever feel right
'Cause I need something I can't have

I need closure, I need closure
Yeah, I was looking for something
To keep these scabs from coming off
I need closure",https://images.genius.com/62c142028b955ddb2d3e03fc7993268d.704x704x1.png
,Cul-de-sac,PUP,2013-10-08,"Tough luck
You don't need me anymore
No you don't
And when my eyes were closed
You left me miserable
In the mornin'

I'll wait out the winter
In this cul-de-sac
I still remember that summertime
By the oceanside
You wrote me to let me know
You won't come back

And you're right
I'll wait
And your heart
Won't change
You were right
I will wait
And now your heart
Won't change

My love won't change, no
My whole life
I will wait
Now your heart
Won't change
My whole life
I will wait
For your heart to change",https://images.genius.com/4289a9b2ea00c0e51d488bd61cbbd08f.640x640x1.jpg
,Dark Days,PUP,2013-10-08,"This endless night
This funeral dirge
We celebrate life
At the end of the earth
When everything is gone
There'll be nothin' left to lose

The ice is closin' in
And nothing will remain
We took what we could get
And we burned it anyway
With all those secrets
We swore we'd take 'em to the grave
The light will falter and will fade
And in the darkness, we'll say

This winter hasn't been so rough
Oh it was cold but still, it wasn't cold enough
To freeze the blood beneath my spine
And at least I survived

We're sleepin' through the days
And sinkin' like a ship
We're wastin' away
Bit by bit
Everyone is gone
And everything is changed
It won't ever be the same
And when it's over we'll say...

This winter hasn't been so rough
Oh it was cold but still, it wasn't cold enough
To freeze the blood beneath my spine
And at least I survived

We've had some dark days
We're in the thick of it now
And when the ice breaks
There will be no one around
We've had some dark days
We're in the thick of it now
And when the ice breaks
There will be no one around

This winter hasn't been so rough
Oh it was cold but still, it wasn't cold enough
To freeze the blood beneath my spine
And at least I survived
This winter hasn't been so rough
(We've had some dark days)
Oh it was cold but still, it wasn't cold enough
(We're in the thick of it now)
To freeze the blood beneath my spine
(And when the ice breaks)
And at least I survived",https://images.genius.com/4289a9b2ea00c0e51d488bd61cbbd08f.640x640x1.jpg
,Doubts,The Dream Is Over,2016-05-27,"I'll never get you outta my mind
It keeps me awake and it keeps me alive
Now that you finally figured me out
I can go home and rest easier now
So what's left to lose?

Now that I've got nothing, you're having your doubts
Pack all of your bags and move them all out
Now that I've got nothing you're having doubts
What am I supposed to do now?

I haven't felt quite like myself
For months on end
I spend more nights on the floor
Than in my own bed
And I never see my family or my friends anymore
And I'll write more apologies than metaphors
So what's left to lose?
What am I, what am I supposed to do now?
What's left to lose?

Now that I've got nothing, you're having your doubts
Pack all of your bags and move them all out
Now that I've got nothing you're having doubts
What am I supposed to do now?
What's left to lose?
What am I supposed to do without you?
What's left to lose?
What am I supposed to do without you?

Now that I've got nothing, you're having your doubts
Pack all of your bags and move them all out
Now that I've got nothing you're having doubts
What am I supposed to do now?
Now that I've got nothing
What am I supposed to do
Now that I've got nothing
Without you
Now that I've got nothing
What's left to lose
What am I supposed to do
What am I supposed to do now",https://images.genius.com/4420df39a52b33b8ad1553e9e0df9223.1000x1000x1.jpg
,DVP,The Dream Is Over,2016-01-26,"Your sister thinks that I'm a freak
She's been ignoring my calls, we haven't spoken in a week
I get so drunk that I can't speak
Yeah, nothing's working and our future's looking bleak, and I say

Three beers and I'm so messed up
Get drunk and I can't shut up
She says that I drink too much
I fucked up and she hates my guts
She says I need to grow up

I'm driving fast to get away
Doing one-eighty on the Don Valley Parkway
Yeah, I'd be better off dead
I don't give a shit, I just don't wanna die and I don't want to live, I said

Three beers and I'm so messed up
Get drunk and I can't shut up
She says that I drink too much
I fucked up and she hates my guts
She says I need to grow up

I drink till I'm staring at the ceiling
I'll be just fine, I'm numb and losing feeling
I can't tell lies anymore

Three beers and I'm so messed up
Get drunk and I can't shut up
She says that I drink too much
I fucked up and she hates my guts
I just don't know what to do
I'm still fucked up over you
She says that I drink too much
Hawaiian red fruit punch
She says I need to grow up",https://images.rapgenius.com/8b2f2a0633457f777d901a71383797f9.340x339x1.jpg
,Ever Fallen in Love (With Someone You Shouldn’t’ve),,2015-01-27,"You spurn my natural emotions
You make me feel I'm dirt and I'm hurt
And if I start a commotion
I run the risk of losing you and that's worse
Ever fallen in love with someone
Ever fallen in love, in love with someone
Ever fallen in love, in love with someone
Who you shouldn't've fallen in love with
I can't see much of the future
Unless we find out what's to blame, what a shame
And we won't be together much longer
Until we realize that we are the same
Ever fallen in love with someone
Ever fallen in love, in love with someone
Ever fallen in love, in love with someone
Who you shouldn't've fallen in love with
You spurn my natural emotions
You make me feel I'm dirt and I'm hurt
And if I start a commotion
I'll only end up losing you and that's worse
Ever fallen in love with someone
Ever fallen in love, in love with someone
Ever fallen in love, in love with someone
Who you shouldn't've fallen in love with
Ever fallen in love with someone
Ever fallen in love, in love with someone
Ever fallen in love, in love with someone
Who you shouldn't've fallen in love with
Ever fallen in love with someone
Ever fallen in love, in love with someone
Ever fallen in love, in love with someone
Who you shouldn't've fallen in love with
Fallen in love with
Ever fallen in love, in love with someone
That you shouldn't've fallen in love with",https://images.genius.com/b6a17a57b00cd914a492c6e2cac40505.300x289x1.webp
,Factories,PUP,2013-10-08,"I built this life for you
With my own two hands
You've been sneakin' around
You've been with another man
And I hope you know
Bloody well what you've done to me
When I come home
From the factory
I'll make a plan
Baby, you know
I'm a jealous man
And what goes around comes around
You took the car
Said you're leavin' town
We can play hide and go seek
But baby, I'm playin' for keeps
And down by the Don Valley Creek
The water is dirty and deep
Leave you under the overpass
With the broken glass
By the factories
Far as I'm concerned
You had it all
And you'll get what you deserve
'Cause what goes around comes around
And I'll slip away
Without a sound
And they will track me through the night
And in the dawn
Oh, they'll hang me for what I have done
Baby, it's alright
I will be seeing you soon
When the floor of the gallows
Drops away I will think of you
Baby, it's alright
I will be seein' you soon
When the floor of the gallows
Drops away I will think of you
When there's nothin' left to lose
Shave my hair and shine my shoes
Hangin' from the noose
Any last words
Better say it now
I guess I was right
What goes around comes around",https://images.genius.com/4289a9b2ea00c0e51d488bd61cbbd08f.640x640x1.jpg
,Familiar Patterns,The Dream Is Over,2016-05-27,"This business ain't for the faint of heart
I fell for the bullshit
Then I started falling apart
And by the end of the summer
I let 'em get the best of me
What a god damn bummer
What a waste of my energy

So I spent a long time down in the basement
Instead of rolling with the riff-raff
Cause I know better, I know better than that
Yeah, I spent a lifetime trying to make it
And when I finally faced the facts
I never felt so shitty before
I never felt so miserable

Following familiar patterns
I'm falling back into ruin
I'm getting serious douche chills
Just being in this room
I couldn't even see the humour
With the situation I was in
Knocking back jell-o shooters
Till I puked in the kitchen

Yeah I spent a long time down in the basement
Instead of rolling with the riff-raff
Cause I know better, I know better than that
I spent a lifetime trying to make it
And when I finally faced the facts
I never felt so shitty before
I never felt so miserable
They used to all talk down to me
And now they're biting their tongues
Used to say, ""Don't quit your day job""
Well guess what, I never had one
I never felt so shitty before
I never felt so miserable

I spent a long time down in the basement
Instead of rolling with the riff-raff
Cause I am no better, I'm no better than that
Yeah, I spent a long time trying to make it
Well, I've finally faced the facts
I never felt so shitty before
I never felt so miserable",https://images.genius.com/4420df39a52b33b8ad1553e9e0df9223.1000x1000x1.jpg
,Fogo Island,Oceans,2012-06-06,"Fogo Island we found ghosts
Lost my lover on that eastern coast
This forest grows
Forevermore
Whoa-oh, whoa-oh
Whoa-oh, whoa-oh
All these places that I've been
All these lovers that didn't mean a thing
To me
Honestly
I wish I knew, whoa-oh
Do you want to come back to me
'Cause I still think about you, whoa-oh
Don't go tearing my heart out
Whoa-oh, whoa-oh
Whoa-oh, whoa-oh
Dirty waters in my soul
And I can feel it in my head, shoulder, knees
And toes
But I'm alone
No-one knows
I wish I knew, whoa-oh
Do you want to come back to me
'Cause I still think about you, whoa-oh
Don't go tearing my heart out
Whoa-oh, whoa-oh
Whoa-oh, whoa-oh
Whoa-oh, whoa-oh
Whoa-oh, whoa-oh
Whoa-oh, whoa-oh",https://images.genius.com/df2f21f219fc5dd75a8f31625b23e0ca.500x500x1.jpg
,Free at Last,Morbid Stuff,2019-02-27,"I was kissing your salty lips
Wet from your nose as it started to drip, it was
Twenty below and you were shaking
I was a compass without a map, I was
A drifter on the side of the tracks, I was
Free at last, thought I could escape it
But I can't
And I won't, she keeps saying

Just 'cause you're sad again, it doesn't make you special at all
Just 'cause you're sad again, it doesn't make you special

Motivation, it comes and goes
Keepin' expectations low
So when I let you down, I won't feel so bad
Sloppy Steffy back at it again, callin' you up at 5 AM
""Have you been drinking?"" Well of course I have
And why the hell would I be here if I wasn't?

Just 'cause you're sad again, it doesn't make you special at all
Just 'cause you're sad again, it doesn't make you special
I'm wakin' up again, knowing nothing really matters at all
Just 'cause you're sad again, it doesn't make you special

Woo!

Just 'cause you're sad again, it doesn't make you special at all
Just 'cause you're sad again, it doesn't make you special
I'm wakin' up again, knowing nothing really matters at all
Just 'cause you're sad again, it doesn't make you special",https://images.genius.com/7e321b084a4d0a9e530ffb1d9d259cff.1000x1000x1.jpg
,Full Blown Meltdown,Morbid Stuff,2019-04-05,"Wake up
It was just a feeling
He was emptying the coffers
While I was staring at the ceiling
Washed up
Or what you wanna call it
Popping the good shit
With the boys at the office
How 'bout it?

On the verge of poverty
And a full blown meltdown
I'm still a loser and always will be
So why change now?

Fucked up
Oh, who cares anyway?
With one foot in the gutter
And the other in the grave, I was thinking
How long will self-destruction be alluring?
It's good for business and baby business is booming
Isn't that a trip?

I'll be sure to write it down
When I hit rock bottom
For all the people who love to fetishize problems
And to tell the truth
I fetishize them too
It's pretty messed up, isn't it?

And make no mistake
I know exactly what I'm doing
I'm just surprised the world isn't sick
Of grown men whining like children
You shouldn't take it so seriously
It's just music after all
And half the crap I say is just
Things I've stolen from the bathroom walls
Of shitty venues across America
And I'm losing interest in self-help
Equally bored of feeling sorry for myself
It's been a couple of days
Since I've had a full blown meltdown
But I'm still a loser and always will be
So why change now?",https://images.genius.com/216a08f571abb202f3e19a5cb648f43c.712x712x1.png
,Guilt Trip,PUP,2013-10-08,"How many times have you lied to my face
I can't confront you and it's better that way
And how many bulbs must I break
'Till all my filaments rust and decay
And I can't explain
Anything anymore anyway

Now that you're gone
I'll be back on my own
Giving it all up to leave you alone
And if I had my choice
I would come back soon
I never wanted to

And how many times have I lied to you
If I was drunk when I said it
It might have been true
I know

Now that you're gone
I'll be back on my own
Giving it all up to leave you alone
And if I had my choice
I would die by your love
I know it wasn't enough
(One two three) (Four five six)

Why would you speak
If you don't know
Got a little bit
Of my self-righteous attitude

Now that you're gone
I'll be back on my own
Felt her up
Fucked her up
Left her alone
If I had it all
In the palm of my hand
Don't even ask cause you won't understand",https://images.genius.com/4289a9b2ea00c0e51d488bd61cbbd08f.640x640x1.jpg
